dispute_id,transaction_id,transaction_amount_inr,days_since_transaction,dispute_reason_code,merchant_category,customer_account_age_days,previous_dispute_count,delivery_proof_available,tracking_number_valid,signature_confirmation,delivery_confirmed_before_dispute,avs_match,cvv_match,ip_device_match,customer_account_age_norm,customer_communication_count,customer_communication_sentiment,refund_policy_disclosed_at_purchase,product_photos_available,duplicate_transaction_exists,refund_already_processed,refund_processed_before_dispute,subscription_cancellation_confirmed,evidence_completeness_score,win_probability_true,won
DSP108030,TXN208030,1113.02,76,not_as_described,food_delivery,1005,0.0,0,0,0,0,1,0,1,0.5025,1.0,-0.1,1,1,0,0,1,0,0.417,0.1084,0
DSP108031,TXN208031,5224.35,101,item_not_received,travel,1117,0.0,1,0,0,1,0,0,1,0.5585,3.0,-0.35,0,0,0,1,0,0,0.25,0.0469,0
DSP108032,TXN208032,1176.19,64,not_as_described,electronics,34,0.0,0,0,1,0,1,1,0,0.017,1.0,-0.5,1,0,0,1,0,0,0.417,0.0076,0
DSP108033,TXN208033,68.51,86,item_not_received,travel,1483,0.0,0,1,0,0,0,0,1,0.7415,3.0,-0.62,0,1,0,0,0,0,0.25,0.0171,0
DSP108034,TXN208034,3276.99,102,fraud,food_delivery,1117,2.0,0,0,0,0,0,1,1,0.5585,2.0,0.14,1,0,0,0,0,1,0.333,0.4692,1
DSP108035,TXN208035,846.32,73,credit_not_processed,digital_goods,941,1.0,1,0,0,0,0,1,1,0.4705,2.0,-0.15,0,0,0,0,0,1,0.333,0.0909,0
DSP108036,TXN208036,1018.21,51,item_not_received,travel,687,1.0,0,0,0,0,0,0,0,0.3435,2.0,-0.45,0,0,1,0,0,0,0.083,0.0378,0
DSP108037,TXN208037,1874.17,78,item_not_received,travel,1286,0.0,0,1,1,0,0,1,0,0.643,2.0,-0.46,1,0,0,0,0,0,0.333,0.7746,0
DSP108038,TXN208038,322.24,49,fraud,digital_goods,1501,0.0,1,0,0,1,1,0,0,0.7505,2.0,-0.36,1,0,1,0,0,0,0.333,0.3919,1
DSP108039,TXN208039,1443.25,82,credit_not_processed,subscription,1536,0.0,0,1,0,0,1,0,0,0.768,2.0,-0.9,0,0,0,0,0,0,0.167,0.0561,0
DSP108040,TXN208040,2285.86,10,fraud,subscription,776,0.0,0,0,0,0,0,1,0,0.388,0.0,-0.09,1,0,1,0,1,0,0.333,0.0191,0
DSP108041,TXN208041,1927.66,6,item_not_received,subscription,1000,0.0,1,0,0,1,0,0,0,0.5,2.0,-0.18,0,0,0,0,0,0,0.083,0.0149,0
DSP108042,TXN208042,735.88,57,credit_not_processed,retail,507,1.0,1,0,0,0,0,0,0,0.2535,6.0,-0.71,1,1,0,0,0,0,0.25,0.0748,0
DSP108043,TXN208043,3611.69,15,item_not_received,digital_goods,436,0.0,1,0,0,0,0,1,0,0.218,1.0,0.1,0,0,1,0,0,0,0.25,0.057,0
DSP108044,TXN208044,493.98,88,subscription_cancelled,digital_goods,1724,0.0,0,0,0,1,1,0,0,0.862,2.0,-0.24,0,0,0,0,1,0,0.167,0.0184,0
DSP108045,TXN208045,716.57,22,fraud,subscription,793,0.0,0,0,0,1,1,1,0,0.3965,1.0,0.24,0,1,1,0,0,1,0.417,0.3663,0
DSP108046,TXN208046,1169.11,60,duplicate_charge,electronics,547,0.0,0,1,0,0,0,1,0,0.2735,0.0,0.64,0,1,0,1,0,0,0.333,0.0907,0
DSP108047,TXN208047,1799.87,22,subscription_cancelled,travel,1461,0.0,0,1,0,0,0,0,0,0.7305,0.0,-0.24,0,1,0,0,0,0,0.167,0.0671,0
DSP108048,TXN208048,968.22,111,not_as_described,digital_goods,1393,0.0,0,1,0,0,1,1,0,0.6965,2.0,0.68,1,0,0,0,0,0,0.333,0.412,1
DSP108049,TXN208049,4576.03,102,duplicate_charge,food_delivery,542,0.0,1,0,0,0,1,1,1,0.271,1.0,-0.11,0,0,0,1,0,1,0.5,0.1231,0
DSP108050,TXN208050,1799.54,1,item_not_received,electronics,349,0.0,0,0,1,1,0,0,0,0.1745,1.0,0.37,0,0,1,0,0,0,0.167,0.0075,0
DSP108051,TXN208051,1444.7,48,duplicate_charge,travel,1264,0.0,0,1,0,1,0,1,0,0.632,1.0,0.3,1,1,0,0,0,0,0.333,0.1477,0
DSP108052,TXN208052,1737.38,114,credit_not_processed,digital_goods,1836,2.0,1,0,1,0,0,0,0,0.918,0.0,-0.57,1,0,1,1,0,0,0.417,0.4577,1
DSP108053,TXN208053,2787.52,59,duplicate_charge,food_delivery,296,1.0,1,0,0,0,1,0,0,0.148,1.0,0.07,0,0,0,0,0,1,0.25,0.0995,0
DSP108054,TXN208054,1704.07,102,subscription_cancelled,electronics,478,1.0,0,1,0,0,0,0,1,0.239,2.0,0.14,1,0,1,0,0,0,0.333,0.1275,0
DSP108055,TXN208055,219.31,11,not_as_described,subscription,1860,1.0,0,0,0,0,1,0,0,0.93,2.0,0.4,1,0,0,0,0,0,0.167,0.0124,0
DSP108056,TXN208056,3981.88,52,not_as_described,food_delivery,1465,0.0,0,0,0,1,0,0,1,0.7325,1.0,0.01,1,1,1,0,0,0,0.333,0.5905,1
DSP108057,TXN208057,1509.71,105,item_not_received,subscription,1205,0.0,1,1,0,0,1,0,0,0.6025,2.0,0.01,0,1,1,0,0,1,0.5,0.367,0
DSP108058,TXN208058,2656.73,24,duplicate_charge,retail,671,1.0,0,0,1,0,0,1,1,0.3355,3.0,-0.53,0,0,0,0,0,0,0.25,0.1225,1
DSP108059,TXN208059,892.53,2,credit_not_processed,subscription,936,0.0,0,1,0,0,0,0,1,0.468,2.0,0.13,1,0,0,1,1,0,0.417,0.7913,1
DSP108060,TXN208060,215.57,89,not_as_described,retail,378,2.0,0,1,0,0,1,0,0,0.189,4.0,-0.58,0,0,1,0,0,0,0.25,0.0274,0
DSP108061,TXN208061,137.15,10,item_not_received,travel,1623,0.0,1,0,0,1,0,0,0,0.8115,0.0,-0.03,1,0,0,0,0,0,0.167,0.0436,0
DSP108062,TXN208062,520.94,37,not_as_described,travel,1002,0.0,1,0,0,0,1,0,0,0.501,3.0,0.11,1,0,0,0,0,0,0.25,0.0146,0
DSP108063,TXN208063,2246.87,98,duplicate_charge,subscription,1594,0.0,0,0,0,1,0,0,0,0.797,2.0,0.76,1,0,0,0,0,0,0.083,0.0949,1
DSP108064,TXN208064,4904.41,108,subscription_cancelled,digital_goods,1755,0.0,0,1,0,0,0,0,0,0.8775,1.0,-0.94,1,0,1,0,0,1,0.333,0.3085,1
DSP108065,TXN208065,1811.61,16,fraud,digital_goods,194,0.0,0,1,0,0,1,0,0,0.097,0.0,0.51,1,0,0,0,0,1,0.333,0.0184,0
DSP108066,TXN208066,467.67,60,fraud,electronics,1724,1.0,1,0,0,0,0,1,0,0.862,0.0,0.64,1,0,0,1,0,0,0.333,0.0833,0
DSP108067,TXN208067,611.48,96,item_not_received,travel,614,0.0,1,0,0,0,1,0,0,0.307,1.0,-0.03,1,1,0,0,1,0,0.417,0.1737,0
DSP108068,TXN208068,5222.77,47,fraud,subscription,655,0.0,0,0,0,0,1,1,0,0.3275,1.0,0.31,1,0,0,0,0,0,0.25,0.6824,1
DSP108069,TXN208069,361.12,43,subscription_cancelled,food_delivery,917,0.0,0,0,0,0,0,0,1,0.4585,0.0,-0.21,1,0,1,0,0,1,0.333,0.3503,1
DSP108070,TXN208070,10957.43,66,item_not_received,food_delivery,594,1.0,0,0,0,1,0,0,0,0.297,2.0,-0.65,0,1,0,0,1,0,0.167,0.0081,0
DSP108071,TXN208071,8743.25,94,not_as_described,subscription,681,0.0,1,0,0,1,0,0,0,0.3405,1.0,0.66,1,0,0,0,1,0,0.25,0.4287,1
DSP108072,TXN208072,11324.48,5,item_not_received,subscription,1386,0.0,0,0,0,0,1,0,1,0.693,0.0,0.05,1,0,0,1,0,1,0.417,0.0358,1
DSP108073,TXN208073,1960.0,7,item_not_received,electronics,634,0.0,0,1,0,0,1,1,0,0.317,1.0,0.25,1,0,0,1,0,1,0.5,0.0999,0
DSP108074,TXN208074,951.91,13,subscription_cancelled,subscription,1215,0.0,1,1,0,0,0,0,1,0.6075,1.0,-1.0,0,0,1,0,0,0,0.333,0.0545,0
DSP108075,TXN208075,1912.84,41,item_not_received,digital_goods,704,3.0,1,0,0,0,0,0,1,0.352,0.0,0.06,1,0,0,0,1,0,0.333,0.1525,0
DSP108076,TXN208076,3322.87,34,fraud,digital_goods,650,0.0,1,0,0,0,1,1,0,0.325,3.0,-0.62,0,0,0,0,0,0,0.25,0.2506,0
DSP108077,TXN208077,698.7,58,item_not_received,electronics,284,2.0,0,0,0,0,1,1,1,0.142,2.0,0.86,1,0,0,0,0,1,0.417,0.0492,0
DSP108078,TXN208078,445.32,37,subscription_cancelled,travel,1727,1.0,0,0,0,0,1,1,0,0.8635,2.0,0.21,0,1,0,0,0,1,0.333,0.3741,0
DSP108079,TXN208079,1008.34,76,subscription_cancelled,digital_goods,238,1.0,1,0,0,0,0,0,0,0.119,0.0,0.33,1,0,1,1,0,0,0.333,0.0267,0
DSP108080,TXN208080,618.74,39,fraud,retail,1107,2.0,0,1,0,1,0,0,0,0.5535,4.0,-0.72,0,0,0,0,0,0,0.083,0.086,0
DSP108081,TXN208081,4632.66,101,not_as_described,food_delivery,520,0.0,0,0,0,0,0,0,1,0.26,3.0,0.44,1,0,0,1,0,0,0.25,0.1503,0
DSP108082,TXN208082,723.12,38,fraud,food_delivery,1976,0.0,0,0,0,1,1,1,0,0.988,4.0,0.07,0,0,0,0,0,0,0.167,0.5386,1
DSP108083,TXN208083,1473.86,30,not_as_described,subscription,140,0.0,0,0,1,1,0,0,1,0.07,2.0,0.51,0,0,0,0,0,0,0.167,0.097,0
DSP108084,TXN208084,3579.72,104,fraud,subscription,851,0.0,1,0,0,1,0,1,1,0.4255,1.0,0.38,0,0,0,0,0,0,0.25,0.861,0
DSP108085,TXN208085,4816.69,80,credit_not_processed,subscription,1020,0.0,0,0,0,0,0,0,0,0.51,3.0,0.8,0,0,0,0,1,0,0.083,0.1345,0
DSP108086,TXN208086,1650.05,6,subscription_cancelled,food_delivery,1973,0.0,0,0,0,1,0,0,0,0.9865,3.0,-0.09,0,0,0,0,0,0,0.0,0.0132,0
DSP108087,TXN208087,1967.06,19,fraud,electronics,306,0.0,0,0,0,0,0,0,0,0.153,1.0,0.45,0,1,0,0,0,1,0.167,0.0411,0
DSP108088,TXN208088,484.45,6,item_not_received,electronics,1665,0.0,0,0,0,0,1,1,0,0.8325,1.0,0.01,0,1,0,0,0,1,0.333,0.1065,0
DSP108089,TXN208089,3725.87,96,fraud,subscription,135,1.0,0,1,0,0,0,1,1,0.0675,1.0,-0.57,0,1,1,0,0,0,0.417,0.095,0
DSP108090,TXN208090,4738.72,76,item_not_received,travel,580,0.0,1,1,1,0,1,0,0,0.29,0.0,0.19,1,0,0,0,0,0,0.417,0.6359,1
DSP108091,TXN208091,206.37,112,fraud,digital_goods,1674,1.0,0,0,0,0,1,0,0,0.837,1.0,-0.54,0,1,0,1,1,0,0.333,0.0411,0
DSP108092,TXN208092,7808.33,40,item_not_received,retail,753,0.0,0,0,1,1,0,0,1,0.3765,0.0,0.15,1,0,0,0,0,0,0.25,0.0648,0
DSP108093,TXN208093,664.7,6,subscription_cancelled,electronics,1175,2.0,1,0,0,1,0,1,0,0.5875,1.0,-0.36,0,0,1,0,0,0,0.25,0.0822,1
DSP108094,TXN208094,2427.53,56,fraud,subscription,782,2.0,1,1,0,0,0,1,1,0.391,1.0,-0.15,1,0,0,0,0,0,0.417,0.5526,0
DSP108095,TXN208095,1447.45,10,credit_not_processed,electronics,1796,0.0,1,1,0,0,0,1,0,0.898,1.0,-0.54,1,0,0,0,0,0,0.333,0.045,0
DSP108096,TXN208096,1260.95,18,fraud,subscription,184,1.0,0,0,0,1,1,1,1,0.092,0.0,0.87,1,0,0,1,1,1,0.583,0.6704,1
DSP108097,TXN208097,1089.51,95,not_as_described,travel,1966,0.0,0,0,0,0,0,1,0,0.983,0.0,-0.38,0,1,0,0,0,1,0.25,0.1788,0
DSP108098,TXN208098,496.43,46,item_not_received,retail,468,0.0,0,0,0,0,1,0,0,0.234,1.0,-0.08,1,0,0,0,0,0,0.167,0.0463,0
DSP108099,TXN208099,2261.6,106,subscription_cancelled,retail,1187,0.0,0,1,0,0,1,0,0,0.5935,3.0,-0.13,1,0,1,0,0,0,0.333,0.0295,0
DSP108100,TXN208100,1006.22,62,fraud,subscription,523,0.0,0,0,0,0,0,1,0,0.2615,5.0,0.0,0,0,1,1,0,0,0.25,0.4544,0
DSP108101,TXN208101,361.61,78,fraud,digital_goods,1591,0.0,0,0,0,0,0,0,0,0.7955,0.0,-0.49,1,0,0,0,0,1,0.167,0.0935,0
DSP108102,TXN208102,475.8,101,duplicate_charge,travel,1408,0.0,0,0,0,0,1,0,0,0.704,0.0,-0.04,1,1,0,1,0,0,0.333,0.1193,0
DSP108103,TXN208103,367.81,56,duplicate_charge,electronics,319,1.0,0,1,0,1,0,0,1,0.1595,3.0,0.09,0,0,0,0,0,0,0.167,0.1123,0
DSP108104,TXN208104,792.67,39,duplicate_charge,travel,492,0.0,1,1,0,0,1,1,1,0.246,0.0,0.1,1,0,1,0,0,1,0.667,0.8634,1
DSP108105,TXN208105,2175.69,93,fraud,electronics,1396,1.0,1,1,0,0,0,0,0,0.698,4.0,0.69,0,0,0,0,0,0,0.167,0.016,0
DSP108106,TXN208106,657.79,100,item_not_received,food_delivery,1005,0.0,0,0,1,0,0,0,1,0.5025,0.0,0.32,1,0,0,0,0,0,0.25,0.239,0
DSP108107,TXN208107,3552.62,36,credit_not_processed,subscription,1099,0.0,1,1,0,1,0,0,1,0.5495,2.0,0.95,0,0,1,1,0,0,0.417,0.4377,1
DSP108108,TXN208108,1188.9,99,not_as_described,retail,732,0.0,1,1,0,1,0,1,0,0.366,1.0,0.01,0,0,0,0,0,0,0.25,0.0008,0
DSP108109,TXN208109,1002.84,120,not_as_described,travel,1352,0.0,1,0,0,0,0,0,1,0.676,2.0,-0.03,0,1,0,1,0,0,0.333,0.0281,0
DSP108110,TXN208110,1362.08,24,item_not_received,digital_goods,1858,1.0,0,0,0,1,0,1,0,0.929,2.0,-0.49,0,0,0,0,1,0,0.167,0.0048,0
DSP108111,TXN208111,5405.41,102,item_not_received,retail,209,0.0,0,0,0,1,0,1,1,0.1045,2.0,-0.25,0,1,0,0,0,1,0.333,0.005,0
DSP108112,TXN208112,339.9,11,subscription_cancelled,electronics,1386,0.0,0,0,1,0,1,0,0,0.693,2.0,0.1,0,1,0,0,0,0,0.25,0.0219,0
DSP108113,TXN208113,7018.94,107,duplicate_charge,food_delivery,1871,1.0,0,0,0,0,0,1,1,0.9355,1.0,-0.08,0,1,0,0,0,0,0.25,0.0898,0
DSP108114,TXN208114,3498.75,107,fraud,travel,443,0.0,0,1,1,0,0,1,0,0.2215,1.0,0.71,0,0,1,1,1,0,0.5,0.1116,0
DSP108115,TXN208115,1310.74,103,subscription_cancelled,travel,834,2.0,0,0,0,0,0,1,0,0.417,1.0,-0.02,1,1,0,0,0,0,0.25,0.159,1
DSP108116,TXN208116,4372.22,42,not_as_described,digital_goods,1133,0.0,0,1,0,0,0,1,0,0.5665,0.0,-0.49,1,0,0,0,0,0,0.25,0.012,0
DSP108117,TXN208117,970.22,112,item_not_received,retail,1551,1.0,1,0,1,0,1,0,0,0.7755,1.0,-0.57,0,0,0,0,0,0,0.25,0.2912,1
DSP108118,TXN208118,1782.33,67,item_not_received,electronics,1374,0.0,0,0,1,0,1,0,0,0.687,2.0,0.97,1,0,1,0,0,1,0.417,0.0497,0
DSP108119,TXN208119,779.45,8,duplicate_charge,retail,1981,1.0,0,0,0,0,0,0,0,0.9905,3.0,0.22,1,0,1,0,0,0,0.167,0.8149,1
DSP108120,TXN208120,3520.91,102,item_not_received,travel,1114,0.0,0,0,1,1,1,0,0,0.557,2.0,-0.43,1,0,0,1,0,0,0.333,0.0484,0
DSP108121,TXN208121,660.33,110,not_as_described,retail,1746,0.0,1,0,0,0,0,0,0,0.873,2.0,0.91,0,0,1,0,0,0,0.167,0.3625,0
DSP108122,TXN208122,1272.36,37,duplicate_charge,electronics,1039,0.0,0,0,0,0,0,0,0,0.5195,0.0,-0.15,0,0,0,0,0,0,0.0,0.1085,0
DSP108123,TXN208123,2641.6,30,fraud,digital_goods,623,1.0,0,0,0,0,1,1,1,0.3115,1.0,-0.82,1,0,0,0,0,1,0.417,0.7054,1
DSP108124,TXN208124,3820.7,69,subscription_cancelled,travel,1348,1.0,1,0,1,0,1,1,1,0.674,0.0,-0.48,0,0,1,0,0,0,0.5,0.0307,0
DSP108125,TXN208125,589.25,44,item_not_received,subscription,803,1.0,0,1,0,0,1,0,0,0.4015,1.0,-0.1,0,0,1,0,0,0,0.25,0.0402,0
DSP108126,TXN208126,2844.49,77,item_not_received,food_delivery,1315,0.0,1,0,0,0,0,1,1,0.6575,2.0,-0.14,0,0,1,0,1,0,0.417,0.111,0
DSP108127,TXN208127,501.71,45,duplicate_charge,travel,1297,0.0,1,1,1,0,1,0,1,0.6485,3.0,0.14,1,0,0,0,0,0,0.5,0.1238,0
DSP108128,TXN208128,155.97,27,not_as_described,food_delivery,147,0.0,1,1,1,0,1,0,1,0.0735,2.0,1.0,0,0,1,0,0,1,0.583,0.1109,0
DSP108129,TXN208129,633.93,28,item_not_received,travel,1076,0.0,1,0,0,1,1,1,0,0.538,1.0,-0.18,1,0,1,0,0,0,0.417,0.0416,0
DSP108130,TXN208130,3086.09,79,not_as_described,digital_goods,26,0.0,1,0,0,0,1,1,0,0.013,1.0,0.0,1,0,0,1,0,1,0.5,0.3171,1
DSP108131,TXN208131,1323.17,53,credit_not_processed,food_delivery,820,0.0,0,1,0,0,1,0,0,0.41,2.0,-0.34,0,0,1,1,0,0,0.333,0.2905,0
DSP108132,TXN208132,784.47,2,credit_not_processed,travel,1314,0.0,1,0,1,0,1,0,0,0.657,3.0,0.04,1,0,0,0,0,1,0.417,0.0502,0
DSP108133,TXN208133,1415.84,61,credit_not_processed,electronics,1306,0.0,1,0,0,0,0,0,0,0.653,2.0,1.0,1,1,1,0,0,0,0.333,0.0201,0
DSP108134,TXN208134,1369.77,95,item_not_received,travel,206,0.0,0,0,0,1,0,0,0,0.103,1.0,-0.7,1,1,0,0,0,0,0.167,0.0008,0
DSP108135,TXN208135,2494.64,18,item_not_received,subscription,1819,1.0,0,0,0,0,0,0,0,0.9095,2.0,-1.0,0,0,0,0,0,1,0.083,0.0198,0
DSP108136,TXN208136,267.28,30,not_as_described,digital_goods,1475,1.0,0,1,1,0,1,1,1,0.7375,3.0,-0.57,1,1,0,0,0,1,0.667,0.5686,1
DSP108137,TXN208137,1209.12,44,fraud,food_delivery,618,1.0,0,1,0,0,0,0,0,0.309,2.0,-0.63,0,0,0,0,0,1,0.167,0.0202,0
DSP108138,TXN208138,1516.68,112,duplicate_charge,food_delivery,899,1.0,0,0,1,0,0,0,0,0.4495,0.0,0.1,0,0,0,0,0,0,0.083,0.0964,0
DSP108139,TXN208139,341.94,42,item_not_received,subscription,256,0.0,0,0,0,0,0,0,0,0.128,0.0,0.57,1,1,0,0,1,0,0.25,0.0452,0
DSP108140,TXN208140,337.28,101,item_not_received,travel,725,0.0,0,1,1,0,0,1,0,0.3625,1.0,0.1,1,0,0,1,0,1,0.5,0.5777,1
DSP108141,TXN208141,930.1,81,item_not_received,subscription,1351,1.0,0,0,0,1,1,0,0,0.6755,0.0,0.31,0,0,1,0,0,0,0.167,0.0071,0
DSP108142,TXN208142,1350.9,120,item_not_received,retail,1764,0.0,0,1,0,0,1,1,1,0.882,3.0,0.05,0,0,1,0,0,1,0.5,0.1905,1
DSP108143,TXN208143,1355.66,70,item_not_received,subscription,1179,0.0,0,0,1,0,0,0,0,0.5895,2.0,-0.18,0,0,0,0,0,0,0.083,0.0716,0
DSP108144,TXN208144,767.89,39,not_as_described,subscription,565,0.0,1,1,0,0,0,0,1,0.2825,0.0,0.12,1,0,0,1,0,1,0.5,0.0638,0
DSP108145,TXN208145,737.06,86,not_as_described,travel,1811,2.0,0,0,0,0,0,0,0,0.9055,2.0,-0.69,1,0,0,0,0,0,0.083,0.0386,0
DSP108146,TXN208146,902.19,11,item_not_received,retail,1088,0.0,0,1,0,0,1,0,1,0.544,2.0,1.0,0,0,0,0,1,0,0.333,0.0928,0
DSP108147,TXN208147,1805.37,95,fraud,food_delivery,1485,1.0,1,0,0,0,1,1,0,0.7425,2.0,-0.1,0,0,0,0,0,0,0.25,0.2819,0
DSP108148,TXN208148,4649.99,29,credit_not_processed,subscription,1417,0.0,0,0,1,0,0,0,1,0.7085,4.0,-0.24,1,0,0,0,0,0,0.25,0.0495,0
DSP108149,TXN208149,145.42,81,fraud,travel,794,0.0,0,0,0,0,1,1,0,0.397,2.0,-0.42,0,1,1,0,0,0,0.333,0.6372,1
DSP108150,TXN208150,2497.39,70,not_as_described,retail,41,1.0,1,0,0,1,1,1,0,0.0205,4.0,-0.01,1,0,0,0,0,1,0.417,0.1952,0
DSP108151,TXN208151,1198.53,29,not_as_described,travel,1266,0.0,0,0,1,0,0,0,0,0.633,1.0,0.2,1,0,0,0,0,1,0.25,0.0207,0
DSP108152,TXN208152,2265.89,58,not_as_described,electronics,1783,0.0,1,0,0,1,1,0,1,0.8915,2.0,0.06,0,0,1,0,0,0,0.333,0.018,0
DSP108153,TXN208153,4383.24,61,credit_not_processed,digital_goods,1724,1.0,0,0,0,0,1,1,0,0.862,3.0,0.02,0,0,1,0,0,0,0.25,0.0488,0
DSP108154,TXN208154,629.47,93,not_as_described,food_delivery,1719,0.0,1,0,0,0,1,1,0,0.8595,1.0,-0.3,1,1,0,1,0,0,0.5,0.2017,0
DSP108155,TXN208155,3443.71,56,subscription_cancelled,travel,694,0.0,0,0,0,0,0,0,0,0.347,2.0,0.05,1,0,1,0,0,0,0.167,0.0881,0
DSP108156,TXN208156,382.21,7,credit_not_processed,subscription,1811,1.0,1,0,1,0,1,0,1,0.9055,4.0,0.96,1,1,0,1,0,0,0.583,0.2974,0
DSP108157,TXN208157,1521.72,9,fraud,travel,27,0.0,0,0,0,0,0,0,1,0.0135,1.0,-0.2,1,0,0,0,1,0,0.25,0.0118,0
DSP108158,TXN208158,1050.99,80,item_not_received,travel,632,0.0,1,1,0,1,0,1,0,0.316,2.0,0.57,0,0,0,0,0,0,0.25,0.271,0
DSP108159,TXN208159,1402.88,108,item_not_received,food_delivery,1252,0.0,0,1,0,0,0,0,0,0.626,2.0,-0.18,0,1,0,0,1,0,0.25,0.1919,0
DSP108160,TXN208160,498.18,53,item_not_received,food_delivery,622,1.0,1,0,1,0,0,0,1,0.311,0.0,-0.03,0,0,0,0,0,0,0.25,0.2718,0
DSP108161,TXN208161,2073.27,11,not_as_described,travel,51,0.0,0,0,0,0,0,1,1,0.0255,1.0,0.52,0,0,1,0,0,1,0.333,0.0259,0
DSP108162,TXN208162,6543.89,21,item_not_received,digital_goods,348,0.0,0,0,0,0,0,0,1,0.174,4.0,-1.0,1,0,0,0,0,0,0.167,0.0505,0
DSP108163,TXN208163,506.81,118,item_not_received,retail,1874,0.0,0,0,1,0,1,1,0,0.937,2.0,0.35,1,1,1,1,0,0,0.583,0.068,0
DSP108164,TXN208164,1619.13,85,item_not_received,subscription,856,0.0,0,1,1,0,1,1,1,0.428,0.0,-0.43,1,0,0,1,0,0,0.583,0.324,0
DSP108165,TXN208165,3152.25,4,not_as_described,travel,336,1.0,0,0,0,0,1,0,0,0.168,3.0,-0.02,0,0,0,0,0,0,0.083,0.012,0
DSP108166,TXN208166,995.51,32,duplicate_charge,food_delivery,1238,0.0,0,0,0,0,0,0,0,0.619,3.0,0.13,1,0,0,1,0,0,0.167,0.1152,0
DSP108167,TXN208167,5220.73,88,subscription_cancelled,travel,748,0.0,0,0,0,0,0,0,0,0.374,4.0,0.64,0,0,0,0,0,0,0.0,0.1221,0
DSP108168,TXN208168,871.58,76,fraud,electronics,786,3.0,0,1,0,0,0,1,1,0.393,1.0,0.08,1,0,0,0,0,0,0.333,0.1524,0
DSP108169,TXN208169,1192.38,35,item_not_received,subscription,1892,1.0,0,0,1,0,1,0,0,0.946,4.0,0.16,0,1,0,0,0,1,0.333,0.2423,0
DSP108170,TXN208170,496.13,84,subscription_cancelled,travel,1085,0.0,0,1,0,0,0,0,0,0.5425,0.0,-0.53,1,0,0,1,0,1,0.333,0.0979,0
DSP108171,TXN208171,1520.19,109,duplicate_charge,digital_goods,159,1.0,1,0,0,0,1,0,0,0.0795,0.0,-0.55,1,0,0,0,0,1,0.333,0.1001,1
DSP108172,TXN208172,1343.49,109,not_as_described,subscription,1884,0.0,0,0,0,0,0,0,0,0.942,1.0,0.11,0,0,0,0,0,0,0.0,0.0621,0
DSP108173,TXN208173,2529.81,99,not_as_described,retail,8,0.0,0,0,0,1,0,0,0,0.004,1.0,0.29,1,1,0,0,0,0,0.167,0.2312,0
DSP108174,TXN208174,708.96,43,fraud,retail,1373,0.0,0,0,0,0,0,0,0,0.6865,3.0,0.57,1,0,0,1,0,0,0.167,0.0155,0
DSP108175,TXN208175,677.23,4,credit_not_processed,retail,207,0.0,1,1,0,0,0,0,0,0.1035,0.0,0.2,0,1,0,0,0,1,0.333,0.1521,0
DSP108176,TXN208176,2127.05,47,not_as_described,travel,543,0.0,1,0,0,0,1,0,1,0.2715,6.0,-0.33,0,0,1,0,1,1,0.5,0.1295,0
DSP108177,TXN208177,5416.42,3,not_as_described,travel,1972,0.0,1,1,1,0,0,1,1,0.986,5.0,0.05,0,1,0,0,0,0,0.5,0.0976,1
DSP108178,TXN208178,2512.44,69,not_as_described,digital_goods,337,1.0,1,0,0,1,0,0,1,0.1685,1.0,-0.26,1,0,0,0,0,0,0.25,0.1547,0
DSP108179,TXN208179,8496.52,73,item_not_received,digital_goods,1943,0.0,0,0,1,1,0,0,1,0.9715,0.0,-0.47,1,0,0,1,0,0,0.333,0.0061,0
DSP108180,TXN208180,2333.93,42,item_not_received,digital_goods,585,0.0,1,0,0,0,1,1,1,0.2925,2.0,-0.36,1,1,0,0,0,1,0.583,0.2174,0
DSP108181,TXN208181,2251.37,18,duplicate_charge,travel,769,0.0,0,0,0,0,1,0,0,0.3845,2.0,-0.71,1,0,0,1,0,1,0.333,0.0618,0
DSP108182,TXN208182,2642.0,63,not_as_described,digital_goods,1874,0.0,1,0,0,0,1,0,1,0.937,2.0,-0.51,1,0,0,0,0,0,0.333,0.0777,0
DSP108183,TXN208183,5932.32,2,fraud,food_delivery,1485,1.0,0,0,0,1,0,0,1,0.7425,2.0,-0.77,0,0,0,0,0,0,0.083,0.0118,0
DSP108184,TXN208184,4617.32,34,item_not_received,travel,588,0.0,1,0,0,0,0,0,0,0.294,2.0,0.38,1,1,0,0,0,0,0.25,0.218,1
DSP108185,TXN208185,452.65,117,subscription_cancelled,electronics,1471,0.0,0,0,0,0,0,0,0,0.7355,0.0,-0.67,0,0,0,0,0,0,0.0,0.0683,0
DSP108186,TXN208186,2982.69,110,item_not_received,electronics,954,0.0,0,0,0,0,1,1,0,0.477,2.0,-0.36,1,0,1,1,0,0,0.417,0.1841,0
DSP108187,TXN208187,1746.48,76,item_not_received,food_delivery,199,0.0,1,0,0,0,0,0,0,0.0995,0.0,-0.3,0,0,0,0,0,0,0.083,0.0812,0
DSP108188,TXN208188,1103.19,45,not_as_described,food_delivery,504,2.0,0,0,1,0,0,1,1,0.252,2.0,0.26,1,0,0,0,0,0,0.333,0.123,0
DSP108189,TXN208189,227.48,2,credit_not_processed,retail,470,1.0,0,0,0,0,0,0,0,0.235,3.0,0.12,1,0,1,1,0,0,0.25,0.1401,0
